provider_id,overall_rating,year,businessname,practicename,practiceaddress1,practiceaddress2,practicecity,state,practicezip9code,telephonenumber,specialitieslist,providertypelist,supplieslist,latitude,longitude,is_contracted_for_cba
20569463,6,2025,SUPERVALU PHARMACIES INC,CUB PHARMACY #1914/623,12900 RIVERDALE DR NW,,COON RAPIDS,MN,554481063,7634210065,Pharmacy|Grocery Store,,"Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Nebulizer Equipment and/or Supplies|Surgical Dressings",45.20609,-93.35932,False
20569361,9,2025,SUPERVALU PHARMACIES INC,CUB PHARMACY 1923,6775 YORK AVE S,,EDINA,MN,554352514,9529253911,Pharmacy|Grocery Store,,"Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Nebulizer Equipment and/or Supplies|Surgical Dressings",44.87988,-93.321,False
20569517,8,2025,SUPERVALU PHARMACIES INC,CUB PHARMACY #1918 / 660,1059 MEADOWLANDS DR,,SAINT PAUL,MN,551272346,6514265006,Pharmacy|Grocery Store,,"Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Nebulizer Equipment and/or Supplies|Surgical Dressings",45.08016,-93.05797,False
20565569,6,2025,"PATIENTS CHOICE, LLC",PATIENTS CHOICE LLC,3601 EDISON PL,,ROLLING MEADOWS,IL,600081012,8478189088,Medical Supply Company Other,,Patient Lifts|Power Operated Vehicles (Scooters)|Seat Lift Mechanisms|Walkers|Wheelchairs (Standard Manual)|Wheelchairs (Standard Manual Related Accessories)|Wheelchairs (Standard Power)|Wheelchairs (Standard Power Related Accessories)|Wheelchairs (Complex Rehabilitative Manual)|Wheelchairs (Complex Rehab Manual Rel Accessories)|Wheelchairs (Complex Rehabilitative Power)|Wheelchairs (Complex Rehab Power Rel Accessories)|Wheelchair Seating/Cushions|Orthoses: Off-The-Shelf,42.09839,-88.02651,False
20565605,5,2025,"PATIENTS CHOICE, LLC",PATIENTS CHOICE LLC,719 W HARRIS RD,STE B10,ARLINGTON,TX,760016864,8478189088,Medical Supply Company Other,,Patient Lifts|Power Operated Vehicles (Scooters)|Seat Lift Mechanisms|Walkers|Wheelchairs (Standard Manual)|Wheelchairs (Standard Manual Related Accessories)|Wheelchairs (Standard Power)|Wheelchairs (Standard Power Related Accessories)|Wheelchairs (Complex Rehabilitative Manual)|Wheelchairs (Complex Rehab Manual Rel Accessories)|Wheelchairs (Complex Rehabilitative Power)|Wheelchairs (Complex Rehab Power Rel Accessories)|Wheelchair Seating/Cushions|Orthoses: Off-The-Shelf,32.627272,-97.11817432,False
20358407,8,2022,WALGREEN CO,WALGREENS #05239,1660 W LOCUST ST,,DAVENPORT,IA,528043636,5633243508,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),41.53834,-90.60019,False
20358677,7,2022,WALGREEN CO,WALGREENS #4245,5403 N BEND RD,,CINCINNATI,OH,452477620,5136621459,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),39.18939,-84.60028,False
20358635,5,2022,WALGREEN CO,WALGREENS #05077,2214 MUSCATINE AVE,,IOWA CITY,IA,522406600,3193542670,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),41.64964,-91.5027,False
20358131,5,2022,WALGREEN CO,WALGREENS #1179,1795 E CAPITOL EXPY,,SAN JOSE,CA,951211561,4082385890,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),37.30853,-121.80982,False
20358317,9,2022,WALGREEN CO,WALGREENS #4279,1800 W INDIANTOWN RD,,JUPITER,FL,334583900,5617446822,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),26.93414,-80.12543,False
20358101,8,2022,WALGREEN CO,WALGREEN CO,1001 N DIXIE HWY,,LAKE WORTH,FL,334602170,5615820070,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),26.62777,-80.05704,False
20357927,6,2022,WALGREEN CO,WALGREENS #15117,430 HUNGERFORD DR,,ROCKVILLE,MD,20850,2403140343,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),39.08916,-77.15174,False
20358179,5,2022,WALGREEN CO,WALGREENS #2214,6602 N FEDERAL HWY,,FORT LAUDERDALE,FL,333081410,9543519103,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),26.2095,-80.10453,False
20358527,10,2022,WALGREEN CO,WALGREEN CO,28115 WESLEY CHAPEL BLVD,,WESLEY CHAPEL,FL,335433204,8139732257,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),28.2364,-82.3503,False
20357975,5,2022,WALGREEN CO,WALGREEN #5149,1600 W ROOSEVELT RD,,BROADVIEW,IL,601554024,7083435323,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),41.86398,-87.85243,False
20358575,7,2022,WALGREEN CO,WALGREENS #15129,3518 HENDERSON BLVD,,TAMPA,FL,336093947,8138774365,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),27.93807,-82.50103,False
20358569,3,2022,WALGREEN CO,WALGREENS #3863,4141 W HILLSBOROUGH AVE,,TAMPA,FL,336145631,8139018558,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),27.99615,-82.51247,False
20358551,8,2022,WALGREEN CO,WALGREENS #4644,4600 S WASHINGTON AVE,,TITUSVILLE,FL,327807339,3212697573,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),28.55696,-80.79876,False
20362865,3,2022,WALGREEN CO,WALGREEN CO,6510 COLUMBIA AVE,,HAMMOND,IN,463202748,2199313332,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),41.59379,-87.50029,False
20362847,7,2022,WALGREEN CO,WALGREENS #5762,7804 CINCINNATI DAYTON RD,,WEST CHESTER,OH,450696003,5137798302,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),39.35694,-84.39473,False
20362829,7,2022,WALGREEN CO,WALGREENS #7585,102 WASHINGTON ST,,NEW BRITAIN,CT,60511826,8608267272,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),41.66893,-72.78384,False
20362499,7,2022,WALGREEN CO,WALGREENS #2680,15 W HARDING WAY,,STOCKTON,CA,952045716,2099419632,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),37.96727,-121.2958,False
20358269,6,2022,WALGREEN CO,WALGREEN CO,5755 20TH ST,,VERO BEACH,FL,329664636,7727781772,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),27.63821,-80.44607,False
20352389,9,2022,WALGREEN CO,WALGREENS #00356,801 16TH ST,,DENVER,CO,802023205,3035715314,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),39.74627,-104.99344,False
20351993,9,2022,WALGREEN CO,WALGREENS #5913,7905 N DIVISION ST,,SPOKANE,WA,992085633,5094678361,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),47.72986,-117.41153,False
20352071,9,2022,WALGREEN CO,WALGREENS #3190,1111 S COLORADO BLVD,,DENVER,CO,802462901,3037588083,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),39.69561,-104.94084,False
20380103,2,2022,WALGREEN CO,WALGREEN CO,1900 CAMERON ST,,RALEIGH,NC,276051307,9198335523,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),35.79104,-78.65846,False
20379689,8,2022,WALGREEN CO,WALGREENS #17301,95 NELSON ST,,CAZENOVIA,NY,130351322,3156554450,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Blood Glucose Monitors/Supplies (Non-Mail Order),42.92782,-75.84503,False
20314187,8,2025,CVS PHARMACY INC,CVS PHARMACY # 17452,6931 FM 1960 RD E,,HUMBLE,TX,773462705,2813182238,Pharmacy,,"Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Parenteral Nutrients|Parenteral Equipment and/or Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings",29.99885,-95.17229,False
20314217,5,2025,CVS PHARMACY INC,CVS PHARMACY #17476,2700 ELDRIDGE PKWY,,HOUSTON,TX,770826870,2818105252,Pharmacy,,"Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Parenteral Nutrients|Parenteral Equipment and/or Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings",29.73226,-95.6239,False
20313395,3,2025,CVS PHARMACY INC,CVS PHARMACY #07466,1215 S TRADE DAYS BLVD,,CANTON,TX,751032405,9035676516,Pharmacy,,"Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Parenteral Nutrients|Parenteral Equipment and/or Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings",32.54378,-95.86277,False
20335727,9,2025,CVS PHARMACY INC,CVS PHARMACY #10908,7110 MAGNOLIA RD,,PEARLAND,TX,77584,2814124713,Pharmacy,,"Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Parenteral Nutrients|Parenteral Equipment and/or Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings",29.57787,-95.37395,False
20335709,7,2025,CVS PHARMACY INC,CVS PHARMACY #11024,7353 RANGEWOOD DR,,COLORADO SPRINGS,CO,809187702,7195982751,Pharmacy,,"Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Parenteral Nutrients|Parenteral Equipment and/or Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings",38.93763,-104.75487,False
20334455,1,2025,CVS PHARMACY INC,CVS PHARMACY #17715,10241 W GRAND PKWY S,,RICHMOND,TX,774072259,2812400953,Pharmacy,,"Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Parenteral Nutrients|Parenteral Equipment and/or Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings",29.65059,-95.6901,False
20600051,6,2025,"DRUG WORLD OF COLD SPRING, LLC",DRUG WORLD OF COLD SPRING LLC,55 CHESTNUT ST,,COLD SPRING,NY,105162604,8452656352,Pharmacy,,Immunosuppressive Drugs|Nebulizer Drugs|Oral Antiemetic Drugs,41.41771,-73.95116,False
21612213,4,2025,MASS MEDICAL SUPPLY LLC,MASS MEDICAL SUPPLY LLC,1327 EMPIRE CENTRAL DR,STE 250E,DALLAS,TX,752474065,4695320539,Medical Supply Company Other,,"Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Insulin Infusion Pumps and/or Supplies|Osteogenesis Stimulators|Pneumatic Compression Devices and/or Supplies|(TENS) Transcutaneous Electrical Nerve Stimulators and/or Supplies|Canes and/or Crutches|Power Operated Vehicles (Scooters)|Walkers|Wheelchairs (Standard Manual)|Wheelchairs (Standard Manual Related Accessories)|Wheelchair Seating/Cushions|Orthoses: Off-The-Shelf|Penile Pumps|Neurostimulators and/or Supplies|Ostomy Supplies|Tracheotomy Supplies|Urological Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings|Lymphedema Compression Treatment Items",32.82742703,-96.87033863,False
20684927,6,2025,GREAT COMPANY,GREAT COMPANY,2554 E WASHINGTON BLVD,# B,PASADENA,CA,911071445,6267917595,Pharmacy,,Epoetin|Immunosuppressive Drugs|Nebulizer Drugs|Oral Anticancer Drugs,34.16891924,-118.0973883,False
21612219,10,2025,DELLY HAIR LLC,DELLY HAIR LLC,3333 BUFORD DRIVE,"MALL OF GEORGIA, UNIT VB07A, STE 405",BUFORD,GA,305194913,6788357330,Prosthetic Personnel,,Breast Prostheses and/or Accessories|Limb Prostheses,34.06262472,-83.98548395,False
34360697,10,2025,ST PAUL PHARMACY LLC,ST PAUL PHARMACY LLC,123 GROVE ST,,MONTCLAIR,NJ,70424021,9737440030,Pharmacy,,Nebulizer Drugs,40.81561599,-74.20711798,False
23284459,5,2025,ANDY MEDICAL EQUIPMENT INC,ANDY MEDICAL EQUIPMENT INC,9535 FOREST LN,STE 215D,DALLAS,TX,752436194,2142723380,Medical Supply Company Other,,"Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Canes and/or Crutches|Walkers|Wheelchair Seating/Cushions|Orthoses: Off-The-Shelf",32.911093,-96.72954998,False
26718820,5,2025,MEDICAL SUPPLY SOURCE LLC,MEDICAL SUPPLY SOURCE LLC,14405 WALTERS RD,STE 1014,HOUSTON,TX,770141493,3467713380,Medical Supply Company Other,,Orthoses: Off-The-Shelf,29.99250099,-95.484488,False
34361003,8,2025,INSTA RX INC,INSTA RX INC,2188 JERICHO TPKE,,GARDEN CITY PARK,NY,110404732,5164275033,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs,40.73852155,-73.6677711,False
21612285,3,2025,"PHARMACY AT ABACOA, INC.","PHARMACY AT ABACOA, INC.",1155 MAIN ST,STE 109,JUPITER,FL,334585264,5619003770,Medical Supply Company Other|Certified Other|MSC With Respiratory Therapist|MSC With Orthotic Personnel|MSC With Prosthetic Personnel|MSC With Orthotic-Prosthetic|Pharmacy,,Heat & Cold Applications|Pneumatic Compression Devices and/or Supplies|Orthoses: Custom Fabricated|Diabetic Shoes and Inserts|Diabetic Shoes/Inserts - Custom,26.88843737,-80.11416081,False
34361357,7,2025,PRAMUKH RX INC,PRAMIKH RX INC,2490 FREDERICK DOUGLASS BLVD,,NEW YORK,NY,10030,2122346611,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs,40.81524195,-73.94725493,False
21612309,2,2025,GHST RX INC,CENTRAL CARE PHARMACY,16260 VENTURA BLVD,STE 100,ENCINO,CA,914362207,8183861888,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs,34.15636663,-118.4876528,False
20569391,8,2025,SUPERVALU PHARMACIES INC,CUB PHARMACY # 1920/671,5937 NICOLLET AVE,,MINNEAPOLIS,MN,554192421,6128669921,Pharmacy|Grocery Store,,"Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Nebulizer Equipment and/or Supplies|Surgical Dressings",44.8949,-93.27798,False
34361556,6,2025,MED360 PHARMACY INC,MED360 PHARMACY INC,416 HILLSIDE AVE,,NEW HYDE PARK,NY,110402523,5162830075,Pharmacy,,Epoetin|Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs,40.74143854,-73.69616454,False
34361970,4,2025,FLOW HAIR & BEAUTY LLC,FLOW HAIR & BEAUTY,3007 LYNDALE AVE S,,MINNEAPOLIS,MN,554082935,6122747360,Medical Supply Company Other,,Orthoses: Off-The-Shelf|Breast Prostheses and/or Accessories|Lymphedema Compression Treatment Items,44.94814479,-93.28768531,False
34361094,7,2025,ACCESS HEALTH LOUISIANA,KENNER COMMUNITY HEALTH CENTER,671 W ESPLANADE AVE,,KENNER,LA,700652794,8665306111,Optometrist,,Prosthetic Lenses: Conventional Eyeglasses|Prosthetic Lenses: Conventional Contact Lenses,30.02163699,-90.25947401,False
20335061,8,2025,CVS PHARMACY INC,CVS PHARMACY #11474,13642 FM 1488 RD,,MAGNOLIA,TX,773541367,2813057880,Pharmacy,,"Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Parenteral Nutrients|Parenteral Equipment and/or Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings",30.22308,-95.679,False
20334845,5,2025,CVS PHARMACY INC,CVS PHARMACY # 11276,6225 ELDORADO PKWY,,FRISCO,TX,750333778,9729871390,Pharmacy,,"Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Parenteral Nutrients|Parenteral Equipment and/or Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings",33.15252,-96.81591,False
20334503,2,2025,CVS PHARMACY INC,CVS PHARMACY # 11323,1115 8TH AVE,,FORT WORTH,TX,761044102,8178061094,Pharmacy,,"Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Parenteral Nutrients|Parenteral Equipment and/or Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings",32.7322,-97.34362,False
20335829,8,2025,CVS PHARMACY INC,CVS PHARMACY INC,451 WASHINGTON ST,,DORCHESTER,MA,21241138,6177400611,Pharmacy,,"Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Parenteral Nutrients|Parenteral Equipment and/or Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings",42.29551,-71.07224,False
20331887,9,2025,CVS PHARMACY INC,CVS PHARMACY # 16892,1400 PRECINCT LINE RD,,HURST,TX,760533828,8172828917,Pharmacy,,"Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Parenteral Nutrients|Parenteral Equipment and/or Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings",32.83642,-97.18619,False
20334407,8,2025,CVS PHARMACY INC,CVS PHARMACY #10785,16920 LINCOLN AVE,,PARKER,CO,801349102,3038050761,Pharmacy,,"Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Parenteral Nutrients|Parenteral Equipment and/or Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings",39.52752,-104.78819,False
20333069,3,2025,CVS PHARMACY INC,CVS PHARMACY #10980,10833 GLEANNLOCH FOREST DR,,SPRING,TX,773791567,8327170844,Pharmacy,,"Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Parenteral Nutrients|Parenteral Equipment and/or Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings",30.03235,-95.56537,False
20333903,9,2025,CVS PHARMACY INC,CVS PHARMACY #17693,6635 N GRAND PKWY W,,SPRING,TX,773891774,4017651500,Pharmacy,,"Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Parenteral Nutrients|Parenteral Equipment and/or Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings",30.09336,-95.44971,False
20331995,8,2025,CVS PHARMACY INC,CVS PHARMACY # 10881,35 ARTA DR,,WESTLAKE,TX,762622013,8174917364,Pharmacy,,"Immunosuppressive Drugs|Infusion Drugs|Nebulizer Drugs|Oral Anticancer Drugs|Oral Antiemetic Drugs|Commodes, Urinals, Bedpans|Blood Glucose Monitors/Supplies (Non-Mail Order)|Blood Glucose Monitors/Supplies (Mail Order)|Heat & Cold Applications|Canes and/or Crutches|Walkers|Ostomy Supplies|Urological Supplies|Enteral Nutrients|Enteral Equipment and/or Supplies|Parenteral Nutrients|Parenteral Equipment and/or Supplies|Nebulizer Equipment and/or Supplies|Surgical Dressings",33.03476,-97.24941,False
