yearstart,year,state,locationdesc,datasource,topic,question,response,datavalueunit,datavaluetype,datavalue,datavaluealt,datavaluefootnotesymbol,datavaluefootnote,lowconfidencelimit,highconfidencelimit,stratificationcategory1,stratification1,stratificationcategory2,stratification2,stratificationcategory3,stratification3,geolocation,responseid,locationid,topicid,questionid,datavaluetypeid,stratificationcategoryid1,stratificationid1,disease_category,mortality_rate
2015,2015,ND,North Dakota,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(47.47531977900047, -100.11842104899966)",,38,ALC,ALC5_2,CrdPrev,RACE,MRC,Cancer,152.75
2015,2015,ND,North Dakota,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(47.47531977900047, -100.11842104899966)",,38,ALC,ALC5_2,CrdPrev,RACE,OTH,Cardiovascular,246.36
2015,2015,ND,North Dakota,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,7.4,7.4,,,5.1,10.6,Overall,Overall,,,,,"(47.47531977900047, -100.11842104899966)",,38,ALC,ALC5_2,CrdPrev,OVERALL,OVR,Cardiovascular,291.9
2015,2015,ND,North Dakota,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,8.2,8.2,,,5.6,11.9,Race/Ethnicity,"White, non-Hispanic",,,,,"(47.47531977900047, -100.11842104899966)",,38,ALC,ALC5_2,CrdPrev,RACE,WHT,Respiratory,116.98
2015,2015,NE,Nebraska,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(41.6410409880005, -99.36572062299967)",,31,ALC,ALC5_2,CrdPrev,RACE,BLK,Cardiovascular,202.68
2015,2015,NE,Nebraska,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(41.6410409880005, -99.36572062299967)",,31,ALC,ALC5_2,CrdPrev,RACE,HIS,Diabetes,83.5
2015,2015,NE,Nebraska,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(41.6410409880005, -99.36572062299967)",,31,ALC,ALC5_2,CrdPrev,RACE,MRC,Cancer,124.84
2015,2015,NE,Nebraska,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(41.6410409880005, -99.36572062299967)",,31,ALC,ALC5_2,CrdPrev,RACE,OTH,Cancer,186.89
2015,2015,NE,Nebraska,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,4.9,4.9,,,3.8,6.3,Overall,Overall,,,,,"(41.6410409880005, -99.36572062299967)",,31,ALC,ALC5_2,CrdPrev,OVERALL,OVR,Cardiovascular,247.92
2015,2015,NE,Nebraska,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,5.4,5.4,,,4.1,7.1,Race/Ethnicity,"White, non-Hispanic",,,,,"(41.6410409880005, -99.36572062299967)",,31,ALC,ALC5_2,CrdPrev,RACE,WHT,Respiratory,120.48
2015,2015,NH,New Hampshire,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(43.65595011300047, -71.50036091999965)",,33,ALC,ALC5_2,CrdPrev,RACE,BLK,Diabetes,63.61
2015,2015,NH,New Hampshire,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(43.65595011300047, -71.50036091999965)",,33,ALC,ALC5_2,CrdPrev,RACE,HIS,Other,49.16
2015,2015,NH,New Hampshire,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(43.65595011300047, -71.50036091999965)",,33,ALC,ALC5_2,CrdPrev,RACE,MRC,Cardiovascular,248.23
2015,2015,NV,Nevada,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,5,5,,,2.8,8.8,Overall,Overall,,,,,"(39.493240390000494, -117.07184056399967)",,32,ALC,ALC5_2,CrdPrev,OVERALL,OVR,Accidents,78.96
2015,2015,NH,New Hampshire,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(43.65595011300047, -71.50036091999965)",,33,ALC,ALC5_2,CrdPrev,RACE,OTH,Cancer,183.7
2015,2015,NH,New Hampshire,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,5.6,5.6,,,3.8,8.1,Overall,Overall,,,,,"(43.65595011300047, -71.50036091999965)",,33,ALC,ALC5_2,CrdPrev,OVERALL,OVR,Cancer,175.54
2015,2015,NH,New Hampshire,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,6.3,6.3,,,4.3,9.1,Race/Ethnicity,"White, non-Hispanic",,,,,"(43.65595011300047, -71.50036091999965)",,33,ALC,ALC5_2,CrdPrev,RACE,WHT,Cancer,231.5
2015,2015,NJ,New Jersey,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(40.13057004800049, -74.27369128799967)",,34,ALC,ALC5_2,CrdPrev,RACE,BLK,Cardiovascular,217.67
2015,2015,NJ,New Jersey,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(40.13057004800049, -74.27369128799967)",,34,ALC,ALC5_2,CrdPrev,RACE,HIS,Cardiovascular,292.34
2015,2015,NJ,New Jersey,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(40.13057004800049, -74.27369128799967)",,34,ALC,ALC5_2,CrdPrev,RACE,MRC,Diabetes,60.38
2015,2015,NJ,New Jersey,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(40.13057004800049, -74.27369128799967)",,34,ALC,ALC5_2,CrdPrev,RACE,OTH,Infectious,66.97
2015,2015,NJ,New Jersey,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,5.4,5.4,,,4.1,7.1,Overall,Overall,,,,,"(40.13057004800049, -74.27369128799967)",,34,ALC,ALC5_2,CrdPrev,OVERALL,OVR,Accidents,108.55
2015,2015,NJ,New Jersey,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,8.5,8.5,,,6,11.9,Race/Ethnicity,"White, non-Hispanic",,,,,"(40.13057004800049, -74.27369128799967)",,34,ALC,ALC5_2,CrdPrev,RACE,WHT,Cancer,170.9
2015,2015,NM,New Mexico,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(34.52088095200048, -106.24058098499967)",,35,ALC,ALC5_2,CrdPrev,RACE,BLK,Cardiovascular,281.91
2015,2015,NM,New Mexico,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(34.52088095200048, -106.24058098499967)",,35,ALC,ALC5_2,CrdPrev,RACE,HIS,Neurological,74.25
2015,2015,NM,New Mexico,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(34.52088095200048, -106.24058098499967)",,35,ALC,ALC5_2,CrdPrev,RACE,MRC,Respiratory,102.11
2015,2015,NM,New Mexico,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(34.52088095200048, -106.24058098499967)",,35,ALC,ALC5_2,CrdPrev,RACE,OTH,Cancer,221.15
2015,2015,NM,New Mexico,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,3.5,3.5,,,2.3,5.3,Overall,Overall,,,,,"(34.52088095200048, -106.24058098499967)",,35,ALC,ALC5_2,CrdPrev,OVERALL,OVR,Neurological,80.93
2015,2015,NM,New Mexico,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,6.6,6.6,,,3.7,11.6,Race/Ethnicity,"White, non-Hispanic",,,,,"(34.52088095200048, -106.24058098499967)",,35,ALC,ALC5_2,CrdPrev,RACE,WHT,Accidents,124.73
2015,2015,NV,Nevada,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(39.493240390000494, -117.07184056399967)",,32,ALC,ALC5_2,CrdPrev,RACE,BLK,Kidney,64.49
2015,2015,NV,Nevada,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(39.493240390000494, -117.07184056399967)",,32,ALC,ALC5_2,CrdPrev,RACE,HIS,Diabetes,69.83
2015,2015,MN,Minnesota,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,17.3,17.3,,,16.4,18.3,Gender,Male,,,,,"(46.35564873600049, -94.79420050299967)",,27,ART,ART1_1,AgeAdjPrev,GENDER,GENM,Diabetes,37.45
2015,2015,NV,Nevada,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(39.493240390000494, -117.07184056399967)",,32,ALC,ALC5_2,CrdPrev,RACE,MRC,Accidents,163.46
2015,2015,NV,Nevada,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(39.493240390000494, -117.07184056399967)",,32,ALC,ALC5_2,CrdPrev,RACE,OTH,Respiratory,77.89
2015,2015,NV,Nevada,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"White, non-Hispanic",,,,,"(39.493240390000494, -117.07184056399967)",,32,ALC,ALC5_2,CrdPrev,RACE,WHT,Cardiovascular,297.46
2015,2015,NY,New York,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(42.82700103200045, -75.54397042699964)",,36,ALC,ALC5_2,CrdPrev,RACE,BLK,Respiratory,132.94
2015,2015,NY,New York,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(42.82700103200045, -75.54397042699964)",,36,ALC,ALC5_2,CrdPrev,RACE,HIS,Respiratory,84.78
2015,2015,NY,New York,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(42.82700103200045, -75.54397042699964)",,36,ALC,ALC5_2,CrdPrev,RACE,MRC,Diabetes,57.51
2015,2015,NY,New York,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(42.82700103200045, -75.54397042699964)",,36,ALC,ALC5_2,CrdPrev,RACE,OTH,Diabetes,58.42
2015,2015,NY,New York,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,5.5,5.5,,,4.3,6.9,Overall,Overall,,,,,"(42.82700103200045, -75.54397042699964)",,36,ALC,ALC5_2,CrdPrev,OVERALL,OVR,Cancer,252.22
2015,2015,NY,New York,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,8,8,,,6.1,10.4,Race/Ethnicity,"White, non-Hispanic",,,,,"(42.82700103200045, -75.54397042699964)",,36,ALC,ALC5_2,CrdPrev,RACE,WHT,Cardiovascular,214.33
2015,2015,OH,Ohio,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(40.06021014100048, -82.40426005599966)",,39,ALC,ALC5_2,CrdPrev,RACE,BLK,Neurological,64.76
2015,2015,OH,Ohio,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(40.06021014100048, -82.40426005599966)",,39,ALC,ALC5_2,CrdPrev,RACE,HIS,Infectious,21.6
2015,2015,OH,Ohio,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(40.06021014100048, -82.40426005599966)",,39,ALC,ALC5_2,CrdPrev,RACE,MRC,Diabetes,94.7
2015,2015,OH,Ohio,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(40.06021014100048, -82.40426005599966)",,39,ALC,ALC5_2,CrdPrev,RACE,OTH,Cancer,157.18
2015,2015,OH,Ohio,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,5.8,5.8,,,4.1,8.3,Overall,Overall,,,,,"(40.06021014100048, -82.40426005599966)",,39,ALC,ALC5_2,CrdPrev,OVERALL,OVR,Infectious,88.17
2015,2015,OH,Ohio,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,6,6,,,4.1,8.8,Race/Ethnicity,"White, non-Hispanic",,,,,"(40.06021014100048, -82.40426005599966)",,39,ALC,ALC5_2,CrdPrev,RACE,WHT,Cardiovascular,244.93
2015,2015,OK,Oklahoma,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(35.47203135600046, -97.52107021399968)",,40,ALC,ALC5_2,CrdPrev,RACE,BLK,Cardiovascular,245.1
2015,2015,OK,Oklahoma,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(35.47203135600046, -97.52107021399968)",,40,ALC,ALC5_2,CrdPrev,RACE,HIS,Liver,67.15
2015,2015,OK,Oklahoma,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(35.47203135600046, -97.52107021399968)",,40,ALC,ALC5_2,CrdPrev,RACE,MRC,Accidents,140.14
2015,2015,MT,Montana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,22.6,22.6,,,20.6,24.7,Gender,Male,,,,,"(47.06652897200047, -109.42442064499971)",,30,ART,ART1_1,AgeAdjPrev,GENDER,GENM,Diabetes,65.03
2015,2015,OK,Oklahoma,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(35.47203135600046, -97.52107021399968)",,40,ALC,ALC5_2,CrdPrev,RACE,OTH,Cardiovascular,282.75
2015,2015,OK,Oklahoma,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,3.7,3.7,,,2.4,5.7,Overall,Overall,,,,,"(35.47203135600046, -97.52107021399968)",,40,ALC,ALC5_2,CrdPrev,OVERALL,OVR,Cancer,213.16
2015,2015,OK,Oklahoma,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,3.3,3.3,,,1.9,5.7,Race/Ethnicity,"White, non-Hispanic",,,,,"(35.47203135600046, -97.52107021399968)",,40,ALC,ALC5_2,CrdPrev,RACE,WHT,Neurological,90.35
2015,2015,OR,Oregon,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(44.56744942400047, -120.15503132599969)",,41,ALC,ALC5_2,CrdPrev,RACE,BLK,Kidney,43.06
2015,2015,OR,Oregon,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(44.56744942400047, -120.15503132599969)",,41,ALC,ALC5_2,CrdPrev,RACE,HIS,Cardiovascular,303.77
2015,2015,OR,Oregon,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(44.56744942400047, -120.15503132599969)",,41,ALC,ALC5_2,CrdPrev,RACE,MRC,Cardiovascular,305.52
2015,2015,OR,Oregon,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(44.56744942400047, -120.15503132599969)",,41,ALC,ALC5_2,CrdPrev,RACE,OTH,Neurological,91.65
2015,2015,OR,Oregon,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,7.6,7.6,,,5.7,10,Overall,Overall,,,,,"(44.56744942400047, -120.15503132599969)",,41,ALC,ALC5_2,CrdPrev,OVERALL,OVR,Infectious,63.5
2015,2015,OR,Oregon,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,8.4,8.4,,,6.2,11.3,Race/Ethnicity,"White, non-Hispanic",,,,,"(44.56744942400047, -120.15503132599969)",,41,ALC,ALC5_2,CrdPrev,RACE,WHT,Respiratory,114.95
2015,2015,PA,Pennsylvania,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(40.79373015200048, -77.86070029399963)",,42,ALC,ALC5_2,CrdPrev,RACE,BLK,Cardiovascular,261.97
2015,2015,PA,Pennsylvania,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(40.79373015200048, -77.86070029399963)",,42,ALC,ALC5_2,CrdPrev,RACE,HIS,Cancer,145.17
2015,2015,PA,Pennsylvania,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(40.79373015200048, -77.86070029399963)",,42,ALC,ALC5_2,CrdPrev,RACE,MRC,Liver,78.92
2015,2015,PA,Pennsylvania,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(40.79373015200048, -77.86070029399963)",,42,ALC,ALC5_2,CrdPrev,RACE,OTH,Other,39.82
2015,2015,PA,Pennsylvania,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,5.1,5.1,,,3.6,7.2,Overall,Overall,,,,,"(40.79373015200048, -77.86070029399963)",,42,ALC,ALC5_2,CrdPrev,OVERALL,OVR,Cancer,211.36
2015,2015,PA,Pennsylvania,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,6.1,6.1,,,4.1,8.8,Race/Ethnicity,"White, non-Hispanic",,,,,"(40.79373015200048, -77.86070029399963)",,42,ALC,ALC5_2,CrdPrev,RACE,WHT,Cancer,176.92
2015,2015,PR,Puerto Rico,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(18.220833, -66.590149)",,72,ALC,ALC5_2,CrdPrev,RACE,BLK,Cardiovascular,183.66
2015,2015,PR,Puerto Rico,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,4.6,4.6,,,3.2,6.6,Race/Ethnicity,Hispanic,,,,,"(18.220833, -66.590149)",,72,ALC,ALC5_2,CrdPrev,RACE,HIS,Cancer,175.84
2015,2015,PR,Puerto Rico,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(18.220833, -66.590149)",,72,ALC,ALC5_2,CrdPrev,RACE,MRC,Infectious,85.48
2015,2015,PR,Puerto Rico,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(18.220833, -66.590149)",,72,ALC,ALC5_2,CrdPrev,RACE,OTH,Diabetes,73.47
2015,2015,PR,Puerto Rico,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,4.6,4.6,,,3.2,6.5,Overall,Overall,,,,,"(18.220833, -66.590149)",,72,ALC,ALC5_2,CrdPrev,OVERALL,OVR,Infectious,84.04
2015,2015,PR,Puerto Rico,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"White, non-Hispanic",,,,,"(18.220833, -66.590149)",,72,ALC,ALC5_2,CrdPrev,RACE,WHT,Respiratory,130.4
2015,2015,RI,Rhode Island,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(41.70828019300046, -71.52247031399963)",,44,ALC,ALC5_2,CrdPrev,RACE,BLK,Cardiovascular,233.15
2015,2015,RI,Rhode Island,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(41.70828019300046, -71.52247031399963)",,44,ALC,ALC5_2,CrdPrev,RACE,HIS,Infectious,92.41
2015,2015,RI,Rhode Island,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(41.70828019300046, -71.52247031399963)",,44,ALC,ALC5_2,CrdPrev,RACE,MRC,Cardiovascular,324.14
2015,2015,RI,Rhode Island,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(41.70828019300046, -71.52247031399963)",,44,ALC,ALC5_2,CrdPrev,RACE,OTH,Cardiovascular,285.24
2015,2015,RI,Rhode Island,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,6.5,6.5,,,4.5,9.4,Overall,Overall,,,,,"(41.70828019300046, -71.52247031399963)",,44,ALC,ALC5_2,CrdPrev,OVERALL,OVR,Other,52.14
2015,2015,RI,Rhode Island,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,8.1,8.1,,,5.3,12.2,Race/Ethnicity,"White, non-Hispanic",,,,,"(41.70828019300046, -71.52247031399963)",,44,ALC,ALC5_2,CrdPrev,RACE,WHT,Cancer,211.76
2015,2015,SC,South Carolina,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,3.7,3.7,,,2.1,6.4,Race/Ethnicity,"Black, non-Hispanic",,,,,"(33.998821303000454, -81.04537120699968)",,45,ALC,ALC5_2,CrdPrev,RACE,BLK,Cancer,139.87
2015,2015,SC,South Carolina,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(33.998821303000454, -81.04537120699968)",,45,ALC,ALC5_2,CrdPrev,RACE,HIS,Accidents,58.66
